step,episode,A,phi,n,reward
318,40,9.98984470963478,1.3656527976002009,3,0.07901587314620984
319,40,9.990846365690231,1.6016091715978191,3,0.07937182471379511
320,40,9.990991204977036,1.621889663424249,3,0.07935972157045779
321,41,9.992036670446396,1.5430159554335565,3,0.07940243549953885
322,41,9.995177686214447,1.3004222870078535,3,0.07889139662334865
323,41,9.980499744415283,1.4567227950870842,3,0.07902233592686847
324,41,9.986870884895325,1.2974603109244736,3,0.07867500355873847
325,41,9.990316331386566,1.3258868923674971,3,0.0788820068117706
326,41,9.965187311172485,1.6662486164734394,3,0.07868500856486826
327,41,9.983143657445908,1.8168978135021956,3,0.07870198793449368
328,41,9.982299655675888,1.4629755644243092,3,0.07907692634866237
329,42,9.993195682764053,1.4520628041393668,3,0.07932366469399899
330,42,9.991223812103271,1.4901599060559065,3,0.0793365319737267
331,42,9.98597800731659,1.143328198536578,3,0.0777008721269945
332,42,9.994027614593506,1.4826757576110632,3,0.07939537047579304
333,42,9.989716857671738,1.3857490319689214,3,0.079077599824803
334,42,9.988967180252075,1.467057316521004,3,0.0792466876662572
335,42,9.986977577209473,1.1461941135673106,3,0.07774771109743739
336,42,9.993228167295456,1.395465242299837,3,0.07919275129340786
337,43,9.987985044717789,1.4070234654473037,3,0.07909520734044428
338,43,9.992386102676392,1.3848560199609787,3,0.07914002588246527
339,43,9.980301409959793,1.5598227073230297,3,0.07911919345222662
340,43,9.995015561580658,1.512522095196721,3,0.07945165753940286
341,43,9.99428242444992,1.4973197314146192,3,0.07941947962648555
342,43,9.982845187187195,1.6496954994685875,3,0.07913417182062643
343,43,9.967877715826035,1.3839607609108688,3,0.07854268492427674
344,43,9.98826950788498,1.4045326192049772,3,0.07909611394294158
345,44,9.985236674547195,1.5754982607348385,3,0.07923906572954875
346,44,9.987078756093979,1.4983833313737542,3,0.07924456362612076
347,44,9.996563643217087,1.3647011752423972,3,0.07917762398316919
348,44,9.984427094459534,1.7509871981472465,3,0.07896326429844547
349,44,9.992391616106033,1.3565326152041317,3,0.07904835541853727
350,44,9.986924082040787,1.4253353610817643,3,0.07911350128369077
351,44,9.98723953962326,1.4773173110563786,3,0.07922097900973024
352,44,9.992008060216904,1.433776749489829,3,0.07925708769204598
353,45,9.992723166942596,1.3415087040208071,3,0.07900389304178312
354,45,9.985057413578033,1.4953399000118137,3,0.07919185116664251
355,45,9.98341590166092,1.5026040255777866,3,0.07915933003992293
356,45,9.991084784269333,1.5707375273966253,3,0.07938162897222867
357,45,9.990627616643906,1.1965909625464888,3,0.07820018992804267
358,45,9.991745203733444,1.5643212857417377,3,0.07939785715692804
359,45,9.996153712272644,1.5533976647529872,3,0.07950598893191163
360,45,9.99116063117981,1.3750452466055274,3,0.07907846757290726
361,46,9.994029849767685,1.4434940833418282,3,0.07932729757971968
362,46,9.991452395915985,1.4143121212236018,3,0.07919792540337389
363,46,9.984519183635712,1.4090881226919205,3,0.07901538099056848
364,46,9.991779327392578,1.4257152984615327,3,0.07923284902671113
365,46,9.985870569944382,1.4396256129975022,3,0.07911976979238555
366,46,9.988275021314621,1.2715687675530642,3,0.07858328128895331
367,46,9.990896582603455,1.220067497348714,3,0.07835711634457065
368,46,9.988770186901093,1.4095600015470298,3,0.07912052097731181
369,47,9.994887113571167,1.3862630428646654,3,0.0792058257965631
