step,episode,A,phi,n,reward
348,44,9.968763589859009,1.7722338244788096,2,0.070374785092288
349,44,9.98388946056366,1.7625912047788697,2,0.07085579519704877
350,44,9.987562149763107,1.7786205737052532,2,0.07073584716597003
351,44,9.98936340212822,1.7363377003650293,2,0.07128648625018608
352,44,9.965739101171494,1.7740264959944398,2,0.07028114543884789
353,45,9.990183115005493,1.6481735965341033,2,0.07198856968145151
354,45,9.983728379011154,1.8259141638247893,2,0.06992743733358942
355,45,9.98460665345192,1.7070015349780798,2,0.07145502182555119
356,45,9.980479627847672,1.8500176233916596,2,0.06942665644353152
357,45,9.982852041721344,1.734351970476535,2,0.07115179736386912
358,45,9.985970705747604,1.7397992688235806,2,0.0711673677625464
359,45,9.98079165816307,1.7395636102762968,2,0.0710463202572269
360,45,9.977077394723892,1.675892640574734,2,0.07151541390464922
361,46,9.987960457801819,1.6694895066658215,2,0.07181555720498656
362,46,9.978777021169662,1.8015275769448535,2,0.07019767098437435
363,46,9.969222247600555,1.7416370684360685,2,0.07074996915546805
364,46,9.966945797204971,1.8215212900146962,2,0.06960463301327446
365,46,9.993623048067093,1.766231693969983,2,0.07104388429633457
366,46,9.992088675498962,1.799541753429602,2,0.07054497975453167
367,46,9.991007149219513,1.7573370584314452,2,0.07108926558939266
368,46,9.9894879758358,1.6907357584903568,2,0.07170512258874417
369,47,9.954496026039124,1.658690128383565,2,0.07108950918548196
370,47,9.987758845090866,1.8077137776578756,2,0.070317375419364
371,47,9.967826008796692,1.7316323940669405,2,0.0708253456858936
372,47,9.987308233976364,1.8789241355908917,2,0.06902191166573757
373,47,9.961183369159698,1.7364861924015778,2,0.07061859844290752
374,47,9.984407424926758,1.729848242586194,2,0.07123621986798678
375,47,9.990432560443878,1.8060745603969128,2,0.07040679493515012
376,47,9.98933658003807,1.6805242626150907,2,0.07177637115300883
377,48,9.985020905733109,1.753240045173365,2,0.07099336773436793
378,48,9.965983778238297,1.7508282199139178,2,0.07057058367861435
379,48,9.98136281967163,1.7306560542452978,2,0.07115522746015257
380,48,9.98550832271576,1.7824194793691532,2,0.07063428734779054
381,48,9.984196126461029,1.7002184636893989,2,0.0715013050825073
382,48,9.986724704504013,1.7179917245910332,2,0.07140898874836221
383,48,9.993786960840225,1.6609501846699701,2,0.07200590450585631
384,48,9.98966634273529,1.6936409031322586,2,0.07168655661653722
385,49,9.978020787239075,1.7123557683287012,2,0.07125203386275314
386,49,9.959139972925186,1.7286237918585912,2,0.07065376186757355
387,49,9.969795048236847,1.7895531828626723,2,0.07016009134985035
388,49,9.98759150505066,1.7409799022289232,2,0.07119318894800597
389,49,9.984748661518097,1.7137528667961495,2,0.07140008103190998
390,49,9.973467886447906,1.6870029533168749,2,0.07135142765084224
391,49,9.974094331264496,1.6586830127500356,2,0.07154745008222352
392,49,9.991207271814346,1.679998829254997,2,0.07182490602787084
393,50,9.979341328144073,1.7023755305431412,2,0.07136755107847881
394,50,9.979538768529892,1.7150822731183113,2,0.07126397007112617
395,50,9.983891248703003,1.6966134590391757,2,0.07152398585351927
396,50,9.986138343811035,1.7095878805125118,2,0.0714696046725154
397,50,9.985742568969727,1.739099408815259,2,0.07116963254780861
398,50,9.992182105779648,1.7109342332776845,2,0.07160357593792077
399,50,9.972184151411057,1.777263921996814,2,0.07038852522845707
400,50,9.992988258600235,1.6929781193196953,2,0.07177148606386785
401,51,9.985867738723755,1.7436928311387734,2,0.07112120301179581
402,51,9.993109405040741,1.7141329914294319,2,0.07159801272993649
403,51,9.967284202575684,1.6944178179615632,2,0.07114843968804418
404,51,9.986215829849243,1.6842859984564753,2,0.07167498909413728
405,51,9.993303269147873,1.7409247560690702,2,0.07133059689337307
406,51,9.990116953849792,1.7361358410770105,2,0.07130674422766159
407,51,9.986086189746857,1.6619135103723945,2,0.07181462890637613
408,51,9.993291795253754,1.7734610840091214,2,0.07094284458872391
409,52,9.985445141792297,1.6500490341028915,2,0.07186492162328761
410,52,9.978000819683075,1.671389380818178,2,0.07156608189121161
411,52,9.986506849527359,1.6526433379116656,2,0.07187639039051619
412,52,9.99274879693985,1.7438144522960723,2,0.07128466915503373
413,52,9.988982528448105,1.6891420438332798,2,0.07170520159288163
414,52,9.995669275522232,1.795646037698999,2,0.07068831959385569
415,52,9.987976849079132,1.7839524302609593,2,0.07067203157426705
416,52,9.9924635887146,1.7346793832456455,2,0.07137871041283739
417,53,9.99033734202385,1.756713129723023,2,0.07108054879960468
418,53,9.991530328989029,1.8204011394943536,2,0.07020557139807959
419,53,9.9774868786335,1.6796178619809017,2,0.0715000212652801
420,53,9.989719688892365,1.684054272232984,2,0.07176053082353007
421,53,9.973753094673157,1.699029778382957,2,0.07126248215987818
422,53,9.988892674446106,1.6393469340211229,2,0.0719993734971931
423,53,9.985082745552063,1.6679224756344797,2,0.07175584982840966
424,53,9.984816163778305,1.6839011924853444,2,0.0716441906480434
425,54,9.988460689783096,1.6576324269101188,2,0.07189573982041564
426,54,9.980177730321884,1.7100893454228223,2,0.07132317708816815
427,54,9.977072179317474,1.745387569066617,2,0.07089265062698358
428,54,9.985246807336807,1.6687553792644503,2,0.07175480302359372
429,54,9.984077662229538,1.7162395934611694,2,0.07136198787049497
430,54,9.992214739322662,1.7868012115951672,2,0.07073295034761151
431,54,9.995347559452057,1.7272981306067081,2,0.07152558568729472
432,54,9.985706359148026,1.6825861110569984,2,0.07167507468195233
433,55,9.990327656269073,1.7207081176908912,2,0.0714696836766524
